asin,first_timestamp,last_timestamp,reference_start_position,reference_end_position,reference_n,reference_mean,reference_count_1,reference_count_2,reference_count_3,reference_count_4,reference_count_5,calibration_1_start_position,calibration_1_end_position,calibration_1_n,calibration_1_mean,calibration_1_count_1,calibration_1_count_2,calibration_1_count_3,calibration_1_count_4,calibration_1_count_5,calibration_2_start_position,calibration_2_end_position,calibration_2_n,calibration_2_mean,calibration_2_count_1,calibration_2_count_2,calibration_2_count_3,calibration_2_count_4,calibration_2_count_5,experimental_A_start_position,experimental_A_end_position,experimental_A_n,experimental_A_mean,experimental_A_count_1,experimental_A_count_2,experimental_A_count_3,experimental_A_count_4,experimental_A_count_5,experimental_B_start_position,experimental_B_end_position,experimental_B_n,experimental_B_mean,experimental_B_count_1,experimental_B_count_2,experimental_B_count_3,experimental_B_count_4,experimental_B_count_5,holdout_1_start_position,holdout_1_end_position,holdout_1_n,holdout_1_mean,holdout_1_count_1,holdout_1_count_2,holdout_1_count_3,holdout_1_count_4,holdout_1_count_5,holdout_2_start_position,holdout_2_end_position,holdout_2_n,holdout_2_mean,holdout_2_count_1,holdout_2_count_2,holdout_2_count_3,holdout_2_count_4,holdout_2_count_5
B0827K4CYF,1538536223351,1638060555439,1,120,120,3.675,27,7,9,12,65,121,150,30,4.033333333333333,3,4,1,3,19,151,180,30,4.1,5,1,1,2,21,181,210,30,4.233333333333333,3,1,2,4,20,211,240,30,4.033333333333333,4,0,2,9,15,241,270,30,4.0,3,3,3,3,18,271,300,30,3.5,7,3,3,2,15
B0827NXFM3,1544241696642,1651621367680,1,120,120,4.241666666666666,10,6,9,15,80,121,150,30,4.666666666666667,0,1,1,5,23,151,180,30,4.4,2,1,2,3,22,181,210,30,4.433333333333334,2,1,1,4,22,211,240,30,3.8333333333333335,6,0,3,5,16,241,270,30,4.033333333333333,5,1,1,4,19,271,300,30,4.533333333333333,1,0,2,6,21
B082829FD2,1522249590875,1539209479028,1,120,120,4.458333333333333,6,4,10,9,91,121,150,30,4.666666666666667,1,0,1,4,24,151,180,30,4.566666666666666,2,0,1,3,24,181,210,30,4.8,0,0,2,2,26,211,240,30,4.7,1,0,2,1,26,241,270,30,4.633333333333334,0,2,1,3,24,271,300,30,4.466666666666667,1,1,2,5,21
B082841KJJ,1581457883380,1619798069025,1,120,120,4.683333333333334,5,2,1,10,102,121,150,30,4.633333333333334,1,1,1,2,25,151,180,30,4.433333333333334,3,0,1,3,23,181,210,30,4.766666666666667,1,0,0,3,26,211,240,30,3.7666666666666666,5,3,3,2,17,241,270,30,3.7,6,1,5,2,16,271,300,30,3.566666666666667,7,2,3,3,15
B08284R8YB,1479913269000,1505185756633,1,120,120,4.616666666666666,4,3,5,11,97,121,150,30,4.7,0,1,0,6,23,151,180,30,4.633333333333334,1,0,1,5,23,181,210,30,4.666666666666667,1,0,1,4,24,211,240,30,4.6,0,0,2,8,20,241,270,30,4.3,2,1,2,6,19,271,300,30,4.666666666666667,1,0,0,6,23
B0828CB3YP,1577466984696,1640363943677,1,120,120,4.608333333333333,5,4,4,7,100,121,150,30,4.666666666666667,1,0,0,6,23,151,180,30,4.433333333333334,3,0,0,5,22,181,210,30,4.266666666666667,1,3,3,3,20,211,240,30,4.466666666666667,1,1,2,5,21,241,270,30,4.533333333333333,1,0,3,4,22,271,300,30,4.433333333333334,2,1,1,4,22
B0828LPCV7,1537876142540,1678473627452,1,120,120,4.408333333333333,6,4,12,11,87,121,150,30,4.433333333333334,2,1,1,4,22,151,180,30,4.833333333333333,0,0,2,1,27,181,210,30,4.466666666666667,2,0,2,4,22,211,240,30,4.6,2,0,1,2,25,241,270,30,4.4,1,1,5,1,22,271,300,30,4.366666666666666,0,3,3,4,20
B0828MHH2J,1581617164526,1631068871630,1,120,120,4.533333333333333,3,2,10,18,87,121,150,30,4.2,2,3,2,3,20,151,180,30,4.633333333333334,0,1,1,6,22,181,210,30,4.466666666666667,1,2,1,4,22,211,240,30,4.466666666666667,2,0,2,4,22,241,270,30,4.266666666666667,3,2,1,2,22,271,300,30,4.1,4,2,2,1,21
B08294VJJN,1279762967000,1603133790671,1,120,120,4.066666666666666,12,6,16,14,72,121,150,30,3.9,6,1,2,2,19,151,180,30,3.933333333333333,2,5,1,7,15,181,210,30,4.266666666666667,3,0,3,4,20,211,240,30,4.166666666666667,4,1,1,4,20,241,270,30,3.8333333333333335,5,1,5,2,17,271,300,30,3.5,7,3,3,2,15
B08297N9Q7,1551600662250,1630360876580,1,120,120,4.491666666666666,4,5,10,10,91,121,150,30,4.4,2,1,3,1,23,151,180,30,4.233333333333333,3,0,4,3,20,181,210,30,4.266666666666667,4,1,0,3,22,211,240,30,4.6,1,1,2,1,25,241,270,30,4.4,1,2,3,2,22,271,300,30,4.533333333333333,0,2,2,4,22
B08298LBZQ,1447379158000,1513395570158,1,120,120,3.8583333333333334,17,9,11,20,63,121,150,30,4.233333333333333,1,3,0,10,16,151,180,30,4.266666666666667,3,1,1,5,20,181,210,30,4.266666666666667,3,2,1,2,22,211,240,30,4.1,3,2,2,5,18,241,270,30,4.7,1,0,1,3,25,271,300,30,4.7,1,1,0,2,26
B0829GBHS8,1542473026664,1655642222638,1,120,120,4.741666666666666,2,1,7,6,104,121,150,30,4.9,0,0,0,3,27,151,180,30,4.733333333333333,1,1,0,1,27,181,210,30,4.966666666666667,0,0,0,1,29,211,240,30,4.4,1,3,1,3,22,241,270,30,4.833333333333333,0,1,0,2,27,271,300,30,4.766666666666667,1,0,1,1,27
B0829LRWY5,1443998574000,1669296971577,1,120,120,4.275,13,3,5,16,83,121,150,30,3.966666666666667,3,2,5,3,17,151,180,30,4.333333333333333,1,3,2,3,21,181,210,30,4.5,2,2,0,1,25,211,240,30,3.966666666666667,2,4,4,3,17,241,270,30,4.1,4,1,3,2,20,271,300,30,3.933333333333333,5,0,4,4,17
B0829QQ7W2,1373938190000,1632484545208,1,120,120,3.683333333333333,16,10,19,26,49,121,150,30,4.1,2,3,1,8,16,151,180,30,4.233333333333333,1,2,2,9,16,181,210,30,3.8333333333333335,2,4,4,7,13,211,240,30,3.2333333333333334,8,2,5,5,10,241,270,30,3.7666666666666666,4,2,5,5,14,271,300,30,4.0,4,0,5,4,17
B0829RRRWM,1567258673504,1671303572357,1,120,120,4.316666666666666,10,5,7,13,85,121,150,30,4.666666666666667,1,0,1,4,24,151,180,30,4.766666666666667,0,0,1,5,24,181,210,30,4.366666666666666,2,1,4,0,23,211,240,30,4.4,1,2,1,6,20,241,270,30,4.566666666666666,2,0,1,3,24,271,300,30,4.533333333333333,2,1,0,3,24
B0829TX5FX,1444681614000,1616714209425,1,120,120,4.05,6,11,14,29,60,121,150,30,4.066666666666666,2,0,7,6,15,151,180,30,3.8,3,3,3,9,12,181,210,30,3.9,5,1,3,4,17,211,240,30,3.4,4,5,5,7,9,241,270,30,3.6,6,2,2,8,12,271,300,30,3.3666666666666667,6,6,2,3,13
B0829WRK6G,1387584145000,1427723314000,1,120,120,4.9,0,0,1,10,109,121,150,30,4.733333333333333,0,0,1,6,23,151,180,30,4.633333333333334,0,1,2,4,23,181,210,30,4.933333333333334,0,0,0,2,28,211,240,30,4.666666666666667,1,0,0,6,23,241,270,30,4.833333333333333,0,1,0,2,27,271,300,30,4.866666666666666,0,1,0,1,28
B082B1BDP4,1501815451767,1579067596399,1,120,120,4.3,9,4,8,20,79,121,150,30,4.2,4,1,2,1,22,151,180,30,4.2,5,0,0,4,21,181,210,30,4.5,1,2,1,3,23,211,240,30,3.966666666666667,4,2,3,3,18,241,270,30,4.466666666666667,1,0,2,8,19,271,300,30,4.0,2,4,3,4,17
B082B1XMSD,1330878127000,1545073653090,1,120,120,4.008333333333334,12,8,11,25,64,121,150,30,3.6666666666666665,3,6,3,4,14,151,180,30,4.0,3,0,8,2,17,181,210,30,3.7,3,5,3,6,13,211,240,30,4.166666666666667,3,2,2,3,20,241,270,30,4.166666666666667,4,0,3,3,20,271,300,30,4.066666666666666,2,2,6,2,18
B082B2FFX8,1407898137000,1603007733799,1,120,120,4.016666666666667,10,5,18,27,60,121,150,30,3.8666666666666667,5,2,3,2,18,151,180,30,3.7666666666666666,5,2,2,7,14,181,210,30,3.9,5,1,4,2,18,211,240,30,3.7666666666666666,6,2,2,3,17,241,270,30,3.8333333333333335,4,4,1,5,16,271,300,30,3.2,9,3,3,3,12
B082B45YMG,1284751370000,1434051559000,1,120,120,3.625,23,12,10,17,58,121,150,30,4.033333333333333,2,5,2,2,19,151,180,30,3.2666666666666666,9,2,4,2,13,181,210,30,3.3333333333333335,7,4,3,4,12,211,240,30,3.7666666666666666,7,1,2,2,18,241,270,30,3.2666666666666666,5,3,7,9,6,271,300,30,3.7333333333333334,4,3,5,3,15
B082B5QKHS,1577586549766,1623888477551,1,120,120,4.341666666666667,7,11,5,8,89,121,150,30,4.8,1,0,0,2,27,151,180,30,4.033333333333333,4,2,3,1,20,181,210,30,4.233333333333333,3,2,2,1,22,211,240,30,4.533333333333333,2,0,3,0,25,241,270,30,4.6,1,0,4,0,25,271,300,30,4.4,2,3,0,1,24
B082BGL6CN,1510097621486,1588034304205,1,120,120,4.108333333333333,18,7,2,10,83,121,150,30,3.7666666666666666,7,0,2,5,16,151,180,30,3.6666666666666665,7,2,1,4,16,181,210,30,3.7666666666666666,8,0,0,5,17,211,240,30,4.033333333333333,6,1,0,2,21,241,270,30,4.0,6,0,3,0,21,271,300,30,3.2,12,0,3,0,15
B082BGW8FL,1578354714350,1679764525443,1,120,120,4.583333333333333,4,5,4,11,96,121,150,30,4.266666666666667,2,1,3,5,19,151,180,30,4.533333333333333,1,1,2,3,23,181,210,30,4.3,3,0,3,3,21,211,240,30,4.3,2,3,2,0,23,241,270,30,3.933333333333333,5,1,3,3,18,271,300,30,3.8333333333333335,6,3,0,2,19
B082BGYNVH,1485196866000,1629233299307,1,120,120,4.691666666666666,2,0,9,11,98,121,150,30,4.9,0,0,1,1,28,151,180,30,4.866666666666666,0,0,0,4,26,181,210,30,4.866666666666666,0,1,0,1,28,211,240,30,4.7,0,1,2,2,25,241,270,30,4.6,0,2,2,2,24,271,300,30,4.733333333333333,0,1,2,1,26
B082BJ1RKW,1561482889496,1627243235313,1,120,120,2.6083333333333334,61,6,9,7,37,121,150,30,2.3666666666666667,16,4,1,1,8,151,180,30,2.7,13,3,3,2,9,181,210,30,2.966666666666667,10,4,4,1,11,211,240,30,2.1666666666666665,16,6,0,3,5,241,270,30,1.8333333333333333,18,7,1,0,4,271,300,30,2.433333333333333,17,2,0,3,8
B082BJNWBJ,1261364712000,1467915178000,1,120,120,4.125,7,9,14,22,68,121,150,30,4.466666666666667,0,1,2,9,18,151,180,30,4.133333333333334,1,2,4,8,15,181,210,30,4.266666666666667,2,2,0,8,18,211,240,30,4.066666666666666,3,0,3,10,14,241,270,30,4.166666666666667,1,2,4,7,16,271,300,30,4.366666666666666,1,2,1,7,19
B082BKSHC9,1589570843802,1630945343486,1,120,120,4.783333333333333,1,2,4,8,105,121,150,30,4.3,2,1,4,2,21,151,180,30,4.533333333333333,1,1,3,1,24,181,210,30,4.333333333333333,3,0,2,4,21,211,240,30,4.633333333333334,1,0,3,1,25,241,270,30,4.566666666666666,3,0,0,1,26,271,300,30,4.366666666666666,2,2,2,1,23
B082C4NJJM,1588051914978,1673716243059,1,120,120,3.85,19,10,11,10,70,121,150,30,4.266666666666667,1,1,4,7,17,151,180,30,3.8,2,7,3,1,17,181,210,30,2.6,11,5,5,3,6,211,240,30,3.7333333333333334,5,4,3,0,18,241,270,30,2.8666666666666667,11,4,3,2,10,271,300,30,3.3333333333333335,6,5,4,3,12
B082CC1314,1558937566769,1628696106299,1,120,120,4.733333333333333,2,1,5,11,101,121,150,30,4.8,0,1,0,3,26,151,180,30,4.5,2,1,1,2,24,181,210,30,4.666666666666667,2,0,1,0,27,211,240,30,4.5,3,0,0,3,24,241,270,30,4.666666666666667,0,1,2,3,24,271,300,30,4.4,1,2,1,6,20
B082CJNYPJ,1578171862438,1671895288989,1,120,120,3.675,22,13,10,12,63,121,150,30,3.2,7,3,7,3,10,151,180,30,2.2666666666666666,15,5,3,1,6,181,210,30,2.3,16,2,4,3,5,211,240,30,3.3,8,4,2,3,13,241,270,30,3.1,6,6,6,3,9,271,300,30,3.1666666666666665,8,4,4,3,11
B082CN2LPW,1580748889825,1614289071071,1,120,120,4.783333333333333,2,1,2,11,104,121,150,30,4.7,1,0,0,5,24,151,180,30,4.733333333333333,0,0,3,2,25,181,210,30,4.666666666666667,2,0,0,2,26,211,240,30,4.5,3,0,0,3,24,241,270,30,4.333333333333333,2,1,1,7,19,271,300,30,4.9,0,0,0,3,27
B082CQGGJF,1395667152000,1673446308036,1,120,120,4.491666666666666,4,5,7,16,88,121,150,30,4.533333333333333,1,1,2,3,23,151,180,30,4.5,1,3,0,2,24,181,210,30,4.733333333333333,0,1,2,1,26,211,240,30,4.5,2,0,3,1,24,241,270,30,4.366666666666666,2,2,1,3,22,271,300,30,3.9,5,0,6,1,18
B082CXLV2K,1578624320610,1616185043145,1,120,120,4.3,10,1,7,27,75,121,150,30,3.966666666666667,3,3,3,4,17,151,180,30,4.033333333333333,3,2,4,3,18,181,210,30,4.566666666666666,1,1,1,4,23,211,240,30,4.1,2,2,4,5,17,241,270,30,4.3,3,1,1,4,21,271,300,30,4.3,0,3,4,4,19
B082D1Z9YX,1578657400225,1674438894971,1,120,120,4.766666666666667,2,2,3,8,105,121,150,30,4.766666666666667,0,0,2,3,25,151,180,30,5.0,0,0,0,0,30,181,210,30,4.666666666666667,0,2,1,2,25,211,240,30,4.733333333333333,0,1,1,3,25,241,270,30,4.7,0,1,3,0,26,271,300,30,4.7,1,0,1,3,25
B082D3GSBK,1565194560680,1639789651655,1,120,120,4.55,5,3,4,17,91,121,150,30,4.533333333333333,2,0,2,2,24,151,180,30,4.833333333333333,0,0,1,3,26,181,210,30,4.766666666666667,0,0,1,5,24,211,240,30,4.766666666666667,0,1,0,4,25,241,270,30,4.833333333333333,0,1,0,2,27,271,300,30,4.833333333333333,0,1,0,2,27
B082D5K9KH,1555330415931,1573237482625,1,120,120,4.683333333333334,6,3,1,3,107,121,150,30,4.8,1,0,1,0,28,151,180,30,4.3,4,0,2,1,23,181,210,30,4.633333333333334,1,1,1,2,25,211,240,30,4.7,1,0,2,1,26,241,270,30,4.166666666666667,4,1,3,0,22,271,300,30,4.666666666666667,0,2,0,4,24
B082D7KW3J,1419042056000,1451856118000,1,120,120,4.758333333333334,2,3,3,6,106,121,150,30,4.5,1,1,2,4,22,151,180,30,4.766666666666667,1,0,0,3,26,181,210,30,4.7,1,1,1,0,27,211,240,30,4.666666666666667,1,0,2,2,25,241,270,30,4.533333333333333,1,0,4,2,23,271,300,30,4.566666666666666,0,3,1,2,24
B082D96XGL,1581698080834,1653759127713,1,120,120,4.083333333333333,12,12,8,10,78,121,150,30,3.5,6,5,2,2,15,151,180,30,3.933333333333333,4,3,2,3,18,181,210,30,3.9,2,4,6,1,17,211,240,30,3.466666666666667,3,5,7,5,10,241,270,30,3.1333333333333333,8,4,6,0,12,271,300,30,3.466666666666667,7,2,3,6,12
B082DB4BFZ,1581179909362,1619190824832,1,120,120,3.0416666666666665,32,17,20,16,35,121,150,30,3.2333333333333334,6,4,6,5,9,151,180,30,2.7,8,7,5,6,4,181,210,30,2.5,12,5,4,4,5,211,240,30,1.9666666666666666,18,4,2,3,3,241,270,30,2.566666666666667,13,5,2,2,8,271,300,30,2.966666666666667,11,4,2,1,12
B082DGZRDV,1580851459846,1628630031477,1,120,120,4.633333333333334,4,3,5,9,99,121,150,30,4.233333333333333,2,3,1,4,20,151,180,30,4.3,0,4,3,3,20,181,210,30,4.9,0,0,0,3,27,211,240,30,4.6,2,0,2,0,26,241,270,30,4.4,2,1,2,3,22,271,300,30,4.233333333333333,4,1,1,2,22
B082DMG5LC,1473035489000,1621954064395,1,120,120,4.283333333333333,9,6,9,14,82,121,150,30,3.8,7,2,0,2,19,151,180,30,3.966666666666667,3,3,4,2,18,181,210,30,3.933333333333333,4,2,3,4,17,211,240,30,3.2666666666666666,6,5,5,3,11,241,270,30,4.133333333333334,4,2,1,2,21,271,300,30,3.9,5,1,3,4,17
B082DRF2FD,1501471044280,1535165011390,1,120,120,4.65,2,3,7,11,97,121,150,30,4.666666666666667,2,0,0,2,26,151,180,30,4.733333333333333,0,0,2,4,24,181,210,30,4.333333333333333,3,0,2,4,21,211,240,30,4.666666666666667,1,1,1,1,26,241,270,30,4.533333333333333,2,0,1,4,23,271,300,30,4.366666666666666,3,0,1,5,21
B082DSQ235,1590927212431,1637867001883,1,120,120,4.391666666666667,10,4,2,17,87,121,150,30,4.3,3,0,3,3,21,151,180,30,4.533333333333333,1,1,2,3,23,181,210,30,4.6,1,1,1,3,24,211,240,30,4.0,4,4,1,0,21,241,270,30,4.3,5,0,0,1,24,271,300,30,3.966666666666667,5,2,0,5,18
B082DTZ6KL,1557941527111,1624590179803,1,120,120,4.091666666666667,14,4,15,11,76,121,150,30,3.8666666666666667,4,3,2,5,16,151,180,30,4.4,1,1,4,3,21,181,210,30,3.7333333333333334,4,3,5,3,15,211,240,30,4.033333333333333,3,3,3,2,19,241,270,30,4.1,2,1,5,6,16,271,300,30,4.1,3,2,3,3,19
B082F1X5DB,1391903368000,1490671810000,1,120,120,4.375,9,2,9,15,85,121,150,30,4.3,2,1,2,6,19,151,180,30,3.7,5,2,4,5,14,181,210,30,4.0,3,2,2,8,15,211,240,30,3.966666666666667,3,2,4,5,16,241,270,30,4.4,2,1,1,5,21,271,300,30,4.533333333333333,2,0,1,4,23
B082F1ZRTM,1527254031946,1690740742268,1,120,120,4.458333333333333,4,6,9,13,88,121,150,30,4.566666666666666,1,0,4,1,24,151,180,30,4.5,1,1,4,0,24,181,210,30,4.166666666666667,3,2,2,3,20,211,240,30,4.6,1,2,0,2,25,241,270,30,4.333333333333333,1,1,4,5,19,271,300,30,4.3,3,0,3,3,21
B082FCZJ8B,1557256778374,1611719213250,1,120,120,4.783333333333333,1,2,2,12,103,121,150,30,4.733333333333333,0,1,1,3,25,151,180,30,4.8,0,0,1,4,25,181,210,30,4.566666666666666,1,2,0,3,24,211,240,30,4.5,0,1,4,4,21,241,270,30,4.533333333333333,1,1,2,3,23,271,300,30,4.733333333333333,1,0,2,0,27
B082FD86PP,1105045088000,1396888280000,1,120,120,4.233333333333333,9,7,10,15,79,121,150,30,4.4,2,0,1,8,19,151,180,30,4.433333333333334,1,0,4,5,20,181,210,30,4.0,3,3,3,3,18,211,240,30,4.2,2,2,3,4,19,241,270,30,4.5,1,0,3,5,21,271,300,30,4.133333333333334,4,1,2,3,20
B082FJ6P2H,1591472192927,1689453048968,1,120,120,4.441666666666666,6,5,7,14,88,121,150,30,4.366666666666666,3,1,0,4,22,151,180,30,4.133333333333334,3,2,1,6,18,181,210,30,4.133333333333334,3,2,1,6,18,211,240,30,4.466666666666667,1,1,1,7,20,241,270,30,4.066666666666666,3,1,6,1,19,271,300,30,4.266666666666667,2,0,6,2,20
B082FWPP1D,1400781322000,1462231454000,1,120,120,4.808333333333334,1,0,4,11,104,121,150,30,4.666666666666667,0,0,2,6,22,151,180,30,4.8,0,0,1,4,25,181,210,30,4.6,0,1,1,7,21,211,240,30,4.4,2,0,4,2,22,241,270,30,4.733333333333333,0,1,0,5,24,271,300,30,4.6,2,0,1,2,25
B082G28T6R,1385062548000,1514953765694,1,120,120,4.35,6,3,10,25,76,121,150,30,4.433333333333334,2,0,1,7,20,151,180,30,4.5,1,1,1,6,21,181,210,30,4.4,0,2,3,6,19,211,240,30,4.5,1,1,1,6,21,241,270,30,4.7,0,0,1,7,22,271,300,30,4.4,1,1,3,5,20
B082G2YJRH,1235747193000,1450949772000,1,120,120,4.216666666666667,6,5,15,25,69,121,150,30,4.033333333333333,3,3,2,4,18,151,180,30,3.7666666666666666,4,1,5,8,12,181,210,30,4.133333333333334,2,3,2,5,18,211,240,30,4.2,3,1,3,3,20,241,270,30,4.1,4,1,0,8,17,271,300,30,4.133333333333334,4,0,2,6,18
B082G692JL,1538581216783,1594385272723,1,120,120,4.683333333333334,2,3,5,11,99,121,150,30,4.833333333333333,0,0,1,3,26,151,180,30,4.733333333333333,0,0,2,4,24,181,210,30,4.9,0,0,1,1,28,211,240,30,4.633333333333334,0,0,4,3,23,241,270,30,4.8,1,0,0,2,27,271,300,30,4.733333333333333,0,1,1,3,25
B082GHRKJD,1382288476000,1621272357260,1,120,120,4.675,3,1,8,8,100,121,150,30,4.833333333333333,0,1,0,2,27,151,180,30,4.833333333333333,0,1,0,2,27,181,210,30,4.4,4,0,0,2,24,211,240,30,4.666666666666667,2,0,1,0,27,241,270,30,4.8,0,1,1,1,27,271,300,30,4.733333333333333,0,0,3,2,25
B082GQJJ13,1561676615975,1615352378132,1,120,120,4.608333333333333,5,2,5,11,97,121,150,30,4.633333333333334,1,2,0,1,26,151,180,30,4.6,2,1,0,1,26,181,210,30,4.5,3,0,1,1,25,211,240,30,4.566666666666666,0,2,3,1,24,241,270,30,4.7,1,1,1,0,27,271,300,30,4.833333333333333,0,0,2,1,27
B082HDBL41,1438440796000,1481140317000,1,120,120,4.758333333333334,3,1,5,4,107,121,150,30,4.9,0,0,1,1,28,151,180,30,4.933333333333334,0,0,0,2,28,181,210,30,4.466666666666667,3,0,1,2,24,211,240,30,4.866666666666666,0,0,0,4,26,241,270,30,4.866666666666666,0,1,0,1,28,271,300,30,4.9,0,0,0,3,27
B082HGH48D,1589645114310,1627928101925,1,120,120,4.325,13,6,2,7,92,121,150,30,4.4,3,1,0,3,23,151,180,30,3.066666666666667,11,2,2,4,11,181,210,30,3.8666666666666667,5,1,4,3,17,211,240,30,3.6333333333333333,8,2,1,1,18,241,270,30,3.1,12,1,2,2,13,271,300,30,3.433333333333333,8,1,4,4,13
B082HQCDG9,1555854000933,1589024868166,1,120,120,4.941666666666666,0,0,0,7,113,121,150,30,4.833333333333333,1,0,0,1,28,151,180,30,4.366666666666666,4,0,1,1,24,181,210,30,4.166666666666667,5,1,1,0,23,211,240,30,4.966666666666667,0,0,0,1,29,241,270,30,4.533333333333333,3,0,0,2,25,271,300,30,4.966666666666667,0,0,0,1,29
B082HRY24K,1575240266068,1611526722666,1,120,120,4.733333333333333,2,3,4,7,104,121,150,30,4.466666666666667,2,0,2,4,22,151,180,30,4.966666666666667,0,0,0,1,29,181,210,30,4.666666666666667,1,0,1,4,24,211,240,30,4.766666666666667,1,1,0,0,28,241,270,30,4.533333333333333,2,1,0,3,24,271,300,30,4.466666666666667,2,1,2,1,24
B082HY3JK6,1404890386000,1450117123000,1,120,120,4.4,8,3,7,17,85,121,150,30,4.366666666666666,1,0,4,7,18,151,180,30,4.4,1,0,3,8,18,181,210,30,4.333333333333333,2,1,3,3,21,211,240,30,4.5,0,3,1,4,22,241,270,30,4.8,0,0,2,2,26,271,300,30,4.433333333333334,1,1,3,4,21
B082J6P6QQ,1438103713000,1548092713906,1,120,120,4.641666666666667,2,1,9,14,94,121,150,30,4.666666666666667,0,0,2,6,22,151,180,30,4.766666666666667,0,0,2,3,25,181,210,30,4.6,0,0,1,10,19,211,240,30,4.3,2,0,2,9,17,241,270,30,4.733333333333333,0,1,2,1,26,271,300,30,4.333333333333333,2,2,1,4,21
B082J7H6LC,1494613651000,1565275776349,1,120,120,4.291666666666667,5,5,11,28,71,121,150,30,4.333333333333333,3,2,0,2,23,151,180,30,4.466666666666667,2,1,0,5,22,181,210,30,4.1,3,3,2,2,20,211,240,30,4.033333333333333,1,4,4,5,16,241,270,30,4.333333333333333,2,1,0,9,18,271,300,30,4.233333333333333,2,2,2,5,19
B082J8RZWD,1551705625737,1591368058947,1,120,120,4.875,1,0,0,11,108,121,150,30,4.7,1,1,0,2,26,151,180,30,4.633333333333334,1,1,1,2,25,181,210,30,4.833333333333333,0,1,0,2,27,211,240,30,4.766666666666667,1,0,1,1,27,241,270,30,4.666666666666667,0,0,3,4,23,271,300,30,4.6,1,2,0,2,25
B082JMWYTH,1397246231000,1614885405713,1,120,120,4.683333333333334,1,4,4,14,97,121,150,30,4.6,2,0,1,2,25,151,180,30,4.666666666666667,0,2,1,2,25,181,210,30,4.233333333333333,4,2,0,1,23,211,240,30,4.5,2,1,2,0,25,241,270,30,4.5,2,0,3,1,24,271,300,30,4.533333333333333,1,2,0,4,23
B082K1GBVJ,1578747382578,1626287834434,1,120,120,4.825,2,0,3,7,108,121,150,30,4.766666666666667,0,0,1,5,24,151,180,30,4.533333333333333,2,0,0,6,22,181,210,30,4.766666666666667,0,1,1,2,26,211,240,30,4.533333333333333,1,1,1,5,22,241,270,30,4.266666666666667,4,0,1,4,21,271,300,30,4.733333333333333,1,0,1,2,26
B082KJDHYB,1579650949174,1634355097595,1,120,120,4.55,5,4,6,10,95,121,150,30,4.5,2,1,2,0,25,151,180,30,4.5,1,1,2,4,22,181,210,30,4.6,2,1,0,1,26,211,240,30,4.466666666666667,2,1,0,5,22,241,270,30,4.4,2,1,1,5,21,271,300,30,4.233333333333333,1,3,3,4,19
B082KS5LCM,1582978717052,1651520476632,1,120,120,4.758333333333334,1,1,2,18,98,121,150,30,4.566666666666666,2,1,0,2,25,151,180,30,4.5,2,1,1,2,24,181,210,30,4.533333333333333,1,2,1,2,24,211,240,30,4.7,1,0,1,3,25,241,270,30,4.633333333333334,1,1,1,2,25,271,300,30,4.533333333333333,2,0,1,4,23
B082KW4L43,1594217637932,1658004949693,1,120,120,4.675,2,3,5,12,98,121,150,30,4.8,0,0,1,4,25,151,180,30,4.266666666666667,4,1,0,3,22,181,210,30,4.7,1,0,1,3,25,211,240,30,4.533333333333333,1,0,4,2,23,241,270,30,4.566666666666666,1,0,4,1,24,271,300,30,4.366666666666666,3,1,1,2,23
B082KWKHYF,1546288622663,1644772219260,1,120,120,4.1,14,8,3,22,73,121,150,30,4.833333333333333,1,0,0,1,28,151,180,30,3.7333333333333334,6,0,6,2,16,181,210,30,3.966666666666667,5,3,0,2,20,211,240,30,3.9,3,4,2,5,16,241,270,30,3.6,8,1,1,5,15,271,300,30,3.8333333333333335,6,1,3,2,18
B082LN38FK,1511494685701,1670347076741,1,120,120,4.658333333333333,4,1,7,8,100,121,150,30,4.533333333333333,1,1,1,5,22,151,180,30,4.566666666666666,1,1,1,4,23,181,210,30,4.733333333333333,0,1,1,3,25,211,240,30,4.466666666666667,0,2,4,2,22,241,270,30,4.2,4,2,1,0,23,271,300,30,4.4,2,1,2,3,22
B082LQ9VK9,1295837586000,1648385885163,1,120,120,4.341666666666667,9,2,9,19,81,121,150,30,3.933333333333333,4,2,3,4,17,151,180,30,4.166666666666667,3,1,3,4,19,181,210,30,4.133333333333334,4,2,1,2,21,211,240,30,4.0,4,1,4,3,18,241,270,30,4.633333333333334,1,0,2,3,24,271,300,30,4.333333333333333,2,2,2,2,22
B082LYBLY8,1502732593644,1542900716182,1,120,120,4.408333333333333,9,4,3,17,87,121,150,30,4.6,1,0,1,6,22,151,180,30,4.5,2,0,1,5,22,181,210,30,4.6,2,0,1,2,25,211,240,30,4.4,2,1,1,5,21,241,270,30,4.2,3,0,4,4,19,271,300,30,4.533333333333333,2,0,1,4,23
B082LZ4K31,1563733749069,1635439266275,1,120,120,3.9916666666666667,14,12,6,17,71,121,150,30,3.6333333333333333,6,1,6,2,15,151,180,30,4.7,0,1,1,4,24,181,210,30,3.2333333333333334,9,3,3,2,13,211,240,30,3.7,6,1,3,6,14,241,270,30,3.2333333333333334,8,3,3,6,10,271,300,30,3.5,9,1,1,4,15
